Repository,Repository_owner,Repository_fullname,Is_fork,Parent,Stars,Watchers,Forks,Description,Language,Languages,Topic,Contributors,Open_issues,Open_pull_requests,License,Created,Last_update
fzf,junegunn,junegunn/fzf,False,,51539,383,2175,:cherry_blossom: A command-line fuzzy finder,Go,"['Go', 'Ruby', 'Shell', 'Vim Script', 'Makefile', 'PowerShell', 'Dockerfile']","['bash', 'cli', 'fish', 'fzf', 'go', 'neovim', 'tmux', 'unix', 'vim', 'zsh']",216,316,56,LICENSE,2013-10-23 16:04:23,2023-04-13 12:07:34
spring-framework,spring-projects,spring-projects/spring-framework,False,,51455,3386,35907,Spring Framework,Java,"['Java', 'Kotlin', 'AspectJ', 'FreeMarker', 'Groovy', 'Shell', 'XSLT', 'HTML', 'Ruby', 'CSS', 'Smarty', 'PLpgSQL', 'JavaScript', 'Python', 'Dockerfile']","['framework', 'spring', 'spring-framework']",390,1421,182,LICENSE.txt,2010-12-08 04:04:45,2023-04-13 12:07:20
superset,apache,apache/superset,False,,51408,1458,10432,Apache Superset is a Data Visualization and Data Exploration Platform,TypeScript,"['TypeScript', 'Python', 'Jupyter Notebook', 'JavaScript', 'HTML', 'Less', 'Shell', 'Dockerfile', 'Jinja', 'CSS', 'Makefile', 'Smarty', 'Pug', 'Mako']","['analytics', 'apache', 'apache-superset', 'asf', 'bi', 'business-analytics', 'business-intelligence', 'data-analysis', 'data-analytics', 'data-engineering', 'data-science', 'data-visualization', 'data-viz', 'flask', 'python', 'react', 'sql-editor', 'superset']",426,1321,213,LICENSE.txt,2015-07-21 18:55:34,2023-04-13 09:24:10
Java,TheAlgorithms,TheAlgorithms/Java,False,,51222,2241,16888,All Algorithms implemented in Java,Java,"['Java', 'Dockerfile']","['algorithm', 'algorithm-challenges', 'algorithms', 'algorithms-datastructures', 'data-structures', 'hacktoberfest', 'java', 'search', 'sort', 'sorting-algorithms']",432,15,12,LICENSE,2016-07-16 10:21:02,2023-04-13 11:50:56
Best-websites-a-programmer-should-visit,sdmg15,sdmg15/Best-websites-a-programmer-should-visit,False,,51167,1284,6778,:link: Some useful websites for programmers.,,[],"['books', 'cs', 'hacktoberfest', 'links', 'programmer', 'sites']",262,811,774,LICENSE,2017-03-05 20:25:17,2023-04-13 12:07:33
leetcode,azl397985856,azl397985856/leetcode,False,,50986,1341,9290,推荐刷题网站：https://www.lintcode.com/?utm_source=tf-github-lucifer2022  LeetCode Solutions: A Record of My Problem Solving Journey.( leetcode题解，记录自己的leetcode解题之路。),JavaScript,"['JavaScript', 'Python', 'Ruby']","['algo', 'algorithm', 'algorithms', 'algorithms-datastructures', 'computer-science', 'cpp', 'data-structures', 'interview', 'java', 'javascript', 'leetcode', 'leetcode-solutions', 'python', 'tree']",76,6,1,LICENSE.txt,2018-03-30 09:13:51,2023-04-13 11:55:46
hoppscotch,hoppscotch,hoppscotch/hoppscotch,False,,50901,472,3472,👽 Open source API development ecosystem - https://hoppscotch.io,TypeScript,"['TypeScript', 'Vue', 'JavaScript', 'SCSS', 'Handlebars', 'Dockerfile', 'HTML', 'Shell']","['api', 'api-client', 'api-rest', 'api-testing', 'developer-tools', 'graphql', 'hacktoberfest', 'http', 'http-client', 'pwa', 'rest', 'rest-api', 'spa', 'testing', 'testing-tools', 'tools', 'vue', 'vuejs', 'websocket']",183,109,5,LICENSE,2019-08-21 13:15:24,2023-04-13 11:29:29
stable-diffusion,CompVis,CompVis/stable-diffusion,False,,50810,460,7871,A latent text-to-image diffusion model,Jupyter Notebook,"['Jupyter Notebook', 'Python', 'Shell']",[],8,461,60,LICENSE,2022-08-10 14:36:44,2023-04-13 12:04:52
design-resources-for-developers,bradtraversy,bradtraversy/design-resources-for-developers,False,,50677,953,10355,"Curated list of design and UI resources from stock photos, web templates, CSS frameworks, UI libraries, tools and much more",,[],[],380,3,3,LICENSE,2020-05-06 14:40:35,2023-04-13 09:51:02
awesome-nodejs,sindresorhus,sindresorhus/awesome-nodejs,False,,50665,1658,5633,:zap: Delightful Node.js packages and resources,,[],"['awesome', 'awesome-list', 'javascript', 'list', 'node', 'nodejs']",332,23,22,license,2014-07-11 13:35:34,2023-04-13 08:56:03
manim,3b1b,3b1b/manim,False,,50635,847,5265,Animation engine for explanatory math videos,Python,"['Python', 'GLSL']","['3b1b-videos', 'animation', 'explanatory-math-videos', 'python']",142,364,9,LICENSE.md,2015-03-22 18:50:58,2023-04-13 11:59:38
syncthing,syncthing,syncthing/syncthing,False,,50560,987,3716,Open Source Continuous File Synchronization,Go,"['Go', 'HTML', 'JavaScript', 'TypeScript', 'Shell', 'CSS', 'SCSS', 'Dockerfile', 'Ruby', 'PowerShell', 'Batchfile']","['go', 'p2p', 'peer-to-peer', 'synchronization']",277,321,16,LICENSE,2013-11-26 09:48:21,2023-04-13 11:39:09
Semantic-UI,Semantic-Org,Semantic-Org/Semantic-UI,False,,50513,1321,5104,Semantic is a UI component framework based around useful principles from natural language.,JavaScript,"['JavaScript', 'Less', 'HTML']","['button', 'css-framework', 'dropdown', 'flexbox', 'popup', 'semantic', 'sidebar', 'tooltip', 'ui', 'ui-components']",186,1069,113,LICENSE.md,2013-04-08 23:32:04,2023-04-13 10:09:22
tesseract,tesseract-ocr,tesseract-ocr/tesseract,False,,50317,1670,8474,Tesseract Open Source OCR Engine (main repository),C++,"['C++', 'C', 'Java', 'Makefile', 'CMake', 'Shell', 'M4', 'Python', 'Dockerfile']","['hacktoberfest', 'lstm', 'machine-learning', 'ocr', 'ocr-engine', 'tesseract', 'tesseract-ocr']",165,392,16,LICENSE,2014-08-12 18:04:59,2023-04-13 10:54:09
DeepLearning-500-questions,scutan90,scutan90/DeepLearning-500-questions,False,,50287,2309,15511,深度学习500问，以问答形式对常用的概率知识、线性代数、机器学习、深度学习、计算机视觉等热点问题进行阐述，以帮助自己及有需要的读者。 全书分为18个章节，50余万字。由于水平有限，书中不妥之处恳请广大读者批评指正。   未完待续............ 如有意合作，联系scutjy2015@163.com                     版权所有，违权必究       Tan 2018.06,JavaScript,"['JavaScript', 'HTML']",[],100,107,5,LICENSE,2018-06-27 06:36:45,2023-04-13 11:21:52
normalize.css,necolas,necolas/normalize.css,False,,50133,1511,10979,A modern alternative to CSS resets,CSS,['CSS'],"['css', 'css-reset', 'normalize-css']",36,75,32,LICENSE.md,2011-05-04 10:20:25,2023-04-13 09:29:56
react-router,remix-run,remix-run/react-router,False,,50093,825,9976,Declarative routing for React,TypeScript,"['TypeScript', 'JavaScript', 'CSS', 'HTML']",[],429,77,13,LICENSE.md,2014-05-16 22:22:51,2023-04-13 11:02:44
playwright,microsoft,microsoft/playwright,False,,49588,397,2465,"Playwright is a framework for Web Testing and Automation. It allows testing Chromium, Firefox and WebKit with a single API. ",TypeScript,"['TypeScript', 'HTML', 'C++', 'CSS', 'JavaScript', 'Objective-C', 'Shell', 'Java', 'C', 'PowerShell', 'Vue', 'Python', 'Svelte', 'CMake', 'C#', 'Makefile', 'Batchfile']","['automation', 'chrome', 'chromium', 'e2e-testing', 'electron', 'firefox', 'javascript', 'playwright', 'testing', 'web', 'webkit']",384,782,15,LICENSE,2019-11-15 18:32:42,2023-04-13 11:57:56
requests,psf,psf/requests,False,,49363,1351,9046,"A simple, yet elegant, HTTP library.",Python,"['Python', 'Makefile']","['client', 'cookies', 'forhumans', 'http', 'humans', 'python', 'python-requests', 'requests']",408,277,73,LICENSE,2011-02-13 18:38:17,2023-04-13 11:10:23
ionic-framework,ionic-team,ionic-team/ionic-framework,False,,48921,1635,13627,"A powerful cross-platform UI toolkit for building native-quality iOS, Android, and Progressive Web Apps with HTML, CSS, and JavaScript.",TypeScript,"['TypeScript', 'HTML', 'SCSS', 'JavaScript', 'Vue', 'CSS', 'Shell', 'Java']","['angular', 'capacitor', 'framework', 'frontend', 'ionic', 'ios', 'javascript', 'material-design', 'mobile', 'pwa', 'react', 'stencil', 'stenciljs', 'typescript', 'vue', 'web', 'webcomponents']",401,481,12,LICENSE,2013-08-20 23:06:02,2023-04-13 10:03:17
supabase,supabase,supabase/supabase,False,,48349,439,3444,The open source Firebase alternative. Follow to stay updated about our public Beta.,TypeScript,"['TypeScript', 'JavaScript', 'CSS', 'SCSS', 'PLpgSQL', 'Makefile', 'Dockerfile', 'Python', 'Shell']","['deno', 'firebase', 'graphql', 'hacktoberfest', 'postgres', 'postgresql', 'postgrest', 'realtime', 'supabase', 'websockets']",405,272,59,LICENSE,2019-10-12 05:56:49,2023-04-13 12:08:09
material-design-icons,google,google/material-design-icons,False,,47884,1834,9587,Material Design icons by Google,,[],"['android', 'icons', 'ios', 'material', 'material-design', 'sprites', 'web']",26,208,2,LICENSE,2014-10-08 18:01:28,2023-04-13 06:47:55
face_recognition,ageitgey,ageitgey/face_recognition,False,,47876,1578,12855,The world's simplest facial recognition api for Python and the command line,Python,"['Python', 'Dockerfile', 'Makefile']","['face-detection', 'face-recognition', 'machine-learning', 'python']",50,713,24,LICENSE,2017-03-03 21:52:39,2023-04-13 08:31:05
Ventoy,ventoy,ventoy/Ventoy,False,,47805,602,3346,A new bootable USB solution.,C,"['C', 'Shell', 'HTML', 'C++', 'CSS', 'Makefile', 'JavaScript', 'M4', 'Roff', 'Python', 'Assembly', 'QMake', 'Perl', 'SCSS', 'Dockerfile']","['auto-install', 'bootable-usb', 'bsd', 'chromeos', 'iso-files', 'legacy', 'linux', 'multiboot', 'persistence', 'secure-boot', 'uefi', 'unattended', 'unix', 'usb', 'windows']",90,426,33,COPYING,2020-03-10 15:19:19,2023-04-13 11:59:07
prometheus,prometheus,prometheus/prometheus,False,,47588,1140,8042,The Prometheus monitoring system and time series database.,Go,"['Go', 'TypeScript', 'HTML', 'JavaScript', 'Yacc', 'SCSS', 'Shell', 'Lex', 'Makefile', 'CSS', 'Dockerfile']","['alerting', 'graphing', 'hacktoberfest', 'metrics', 'monitoring', 'prometheus', 'time-series']",366,874,272,LICENSE,2012-11-24 11:14:12,2023-04-13 12:11:57
ML-For-Beginners,microsoft,microsoft/ML-For-Beginners,False,,47559,861,9675,"12 weeks, 26 lessons, 52 quizzes, classic Machine Learning for all",Jupyter Notebook,"['Jupyter Notebook', 'Python', 'HTML', 'Vue', 'JavaScript', 'Dockerfile', 'CSS']","['data-science', 'education', 'machine-learning', 'machine-learning-algorithms', 'machinelearning', 'machinelearning-python', 'ml', 'python', 'r', 'scikit-learn', 'scikit-learn-python']",119,13,10,LICENSE,2021-03-03 01:34:05,2023-04-13 11:13:57
moment,moment,moment/moment,False,,47317,868,7131,"Parse, validate, manipulate, and display dates in javascript.",JavaScript,"['JavaScript', 'TypeScript', 'Shell']",[],405,264,55,LICENSE,2011-03-01 02:46:06,2023-04-13 10:37:00
guava,google,google/guava,False,,47207,2432,10481,Google core libraries for Java,Java,"['Java', 'CSS', 'Shell', 'JavaScript']","['guava', 'java']",287,748,107,LICENSE,2014-05-29 16:23:17,2023-04-13 08:28:29
you-get,soimort,soimort/you-get,False,,47112,1371,9193,:arrow_double_down: Dumb downloader that scrapes the web,Python,"['Python', 'Shell', 'Makefile']",[],214,383,120,LICENSE.txt,2012-08-20 15:53:36,2023-04-13 11:26:43
bulma,jgthms,jgthms/bulma,False,,47036,604,3934,Modern CSS framework based on Flexbox,CSS,"['CSS', 'Sass', 'JavaScript', 'SCSS', 'Shell']","['css', 'css-framework', 'design', 'flexbox', 'html']",362,348,162,LICENSE,2016-01-23 23:48:34,2023-04-13 12:09:13
RxJava,ReactiveX,ReactiveX/RxJava,False,,46924,2251,7674,RxJava – Reactive Extensions for the JVM – a library for composing asynchronous and event-based programs using observable sequences for the Java VM.,Java,"['Java', 'CSS', 'Shell']","['flow', 'java', 'reactive-streams', 'rxjava']",284,20,5,LICENSE,2013-01-08 20:11:48,2023-04-13 10:52:11
PayloadsAllTheThings,swisskyrepo,swisskyrepo/PayloadsAllTheThings,False,,46908,1652,12417,A list of useful payloads and bypass for Web Application Security and Pentest/CTF,Python,"['Python', 'Ruby', 'ASP.NET', 'Classic ASP', 'PHP', 'Jupyter Notebook', 'Shell', 'HTML', 'JavaScript', 'CSS', 'XSLT']","['bounty', 'bugbounty', 'bypass', 'cheatsheet', 'enumeration', 'hacking', 'hacktoberfest', 'methodology', 'payload', 'payloads', 'penetration-testing', 'pentest', 'privilege-escalation', 'redteam', 'security', 'vulnerability', 'web-application']",229,15,4,LICENSE,2016-10-18 07:29:07,2023-04-13 11:51:51
obs-studio,obsproject,obsproject/obs-studio,False,,46843,1431,6768,OBS Studio - Free and open source software for live streaming and screen recording,C,"['C', 'C++', 'CMake', 'Objective-C++', 'Objective-C', 'Shell', 'PowerShell', 'Python', 'Lua', 'Batchfile', 'Ruby']","['c', 'c-plus-plus', 'directshow', 'facebook-live', 'ffmpeg', 'game-capture', 'live-streaming', 'screen-capture', 'twitch-tv', 'video-recording', 'youtube-live']",415,594,215,COPYING,2013-10-01 02:40:31,2023-04-13 11:10:05
scrapy,scrapy,scrapy/scrapy,False,,46808,1779,9928,"Scrapy, a fast high-level web crawling & scraping framework for Python.",Python,"['Python', 'HTML', 'Roff', 'Shell']","['crawler', 'crawling', 'framework', 'hacktoberfest', 'python', 'scraping', 'web-scraping', 'web-scraping-python']",378,727,249,LICENSE,2010-02-22 02:01:14,2023-04-13 11:10:51
caddy,caddyserver,caddyserver/caddy,False,,46764,814,3594,Fast and extensible multi-platform HTTP/1-2-3 web server with automatic HTTPS,Go,"['Go', 'HTML', 'Shell']","['acme', 'automatic-https', 'caddy', 'caddyfile', 'go', 'golang', 'hacktoberfest', 'http', 'http-server', 'http3', 'https', 'privacy', 'reverse-proxy', 'security', 'tls', 'web-server']",187,102,21,LICENSE,2015-01-13 19:45:03,2023-04-13 11:44:55
imgui,ocornut,ocornut/imgui,False,,46706,1028,8300,Dear ImGui: Bloat-free Graphical User interface for C++ with minimal dependencies,C++,"['C++', 'C', 'Objective-C++', 'Objective-C', 'GLSL', 'GDB', 'Shell']","['api', 'cplusplus', 'framework', 'game-development', 'game-engine', 'gamedev', 'gui', 'imgui', 'library', 'multi-platform', 'native', 'toolkit', 'tools', 'ui']",322,841,141,LICENSE.txt,2014-07-21 14:29:47,2023-04-13 12:07:19
localstack,localstack,localstack/localstack,False,,46677,515,3549,💻 A fully functional local AWS cloud stack. Develop and test your cloud & Serverless apps offline,Python,"['Python', 'Makefile', 'ANTLR', 'Shell', 'C#', 'JavaScript', 'Dockerfile', 'HCL', 'HTML', 'Java', 'Go', 'Rust', 'Ruby', 'Batchfile']","['aws', 'cloud', 'continuous-integration', 'developer-tools', 'localstack', 'python', 'testing']",432,362,52,LICENSE.txt,2016-10-25 23:48:03,2023-04-13 11:30:51
jekyll,jekyll,jekyll/jekyll,False,,46455,1415,10048,:globe_with_meridians: Jekyll is a blog-aware static site generator in Ruby,Ruby,"['Ruby', 'Gherkin', 'JavaScript', 'HTML', 'Shell', 'Dockerfile', 'Earthly', 'CSS', 'SCSS', 'CoffeeScript', 'Hack']","['blog-engine', 'jekyll', 'liquid', 'markdown', 'ruby', 'static-site-generator']",395,202,107,LICENSE,2008-10-20 06:29:03,2023-04-13 10:02:12
excalidraw,excalidraw,excalidraw/excalidraw,False,,46286,282,3874,Virtual whiteboard for sketching hand-drawn like diagrams,TypeScript,"['TypeScript', 'JavaScript', 'SCSS', 'HTML', 'CSS', 'Dockerfile', 'Shell']","['collaboration', 'diagrams', 'drawing', 'hacktoberfest', 'productivity', 'whiteboard']",223,1015,150,LICENSE,2020-01-02 01:04:43,2023-04-13 11:52:26
awesome-android-ui,wasabeef,wasabeef/awesome-android-ui,False,,46032,2823,10288,A curated list of awesome Android UI/UX libraries,,[],"['android', 'awesome', 'ui']",69,23,12,LICENSE,2014-12-24 01:45:03,2023-04-13 07:38:30
alacritty,alacritty,alacritty/alacritty,False,,46020,463,2747,"A cross-platform, OpenGL terminal emulator.",Rust,"['Rust', 'Shell', 'GLSL', 'Roff', 'Makefile']","['bsd', 'gpu', 'linux', 'macos', 'opengl', 'rust', 'terminal', 'terminal-emulators', 'vte', 'windows']",368,324,14,LICENSE-APACHE,2016-02-18 05:02:30,2023-04-13 11:23:56
git,git,git/git,False,,45915,2388,24927,Git Source Code Mirror - This is a publish-only repository but pull requests can be turned into patches to the mailing list via GitGitGadget (https://gitgitgadget.github.io/). Please follow Documentation/SubmittingPatches procedure for any of your improvements.,C,"['C', 'Shell', 'Perl', 'Tcl', 'Python', 'Makefile', 'JavaScript', 'M4', 'CMake', 'Roff', 'C++', 'Go', 'SmPL', 'CSS', 'Batchfile', 'ReScript', 'Emacs Lisp']","['c', 'hacktoberfest', 'shell']",411,144,137,COPYING,2008-07-23 14:21:26,2023-04-13 11:47:35
SecLists,danielmiessler,danielmiessler/SecLists,False,,45915,1840,22775,"SecLists is the security tester's companion. It's a collection of multiple types of lists used during security assessments, collected in one place. List types include usernames, passwords, URLs, sensitive data patterns, fuzzing payloads, web shells, and many more.",PHP,"['PHP', 'Classic ASP', 'Shell', 'ASP.NET', 'Perl', 'Java', 'ColdFusion', 'HTML', 'C', 'Python', 'Awk', 'Makefile', 'Hack']",[],229,32,10,LICENSE,2012-02-19 01:30:18,2023-04-13 11:58:15
awesome-cpp,fffaraz,fffaraz/awesome-cpp,False,,45444,2034,6911,"A curated list of awesome C++ (or C) frameworks, libraries, resources, and shiny things. Inspired by awesome-... stuff.",,[],"['awesome', 'awesome-list', 'c', 'c-plus-plus', 'cpp', 'cpp-library', 'cppcon', 'libraries', 'list', 'lists', 'programming-tutorial', 'resources']",344,418,75,LICENSE,2014-07-17 08:51:11,2023-04-13 11:48:54
prettier,prettier,prettier/prettier,False,,45316,423,3836,Prettier is an opinionated code formatter.,JavaScript,"['JavaScript', 'TypeScript', 'CSS', 'HTML', 'SCSS', 'Less', 'Vue', 'Handlebars', 'Shell']","['angular', 'ast', 'css', 'flow', 'formatter', 'graphql', 'html', 'javascript', 'json', 'jsx', 'less', 'markdown', 'prettier', 'printer', 'scss', 'typescript', 'vue', 'yaml']",437,1149,224,LICENSE,2016-11-29 17:13:37,2023-04-13 09:59:43
yt-dlp,yt-dlp,yt-dlp/yt-dlp,False,,45041,334,3713,A youtube-dl fork with additional features and fixes,Python,"['Python', 'Makefile', 'Shell', 'Batchfile']","['python', 'sponskrub', 'sponsorblock', 'video-downloader', 'youtube-dl', 'youtube-dlc', 'youtube-downloader', 'yt-dlp']",385,1117,187,LICENSE,2020-10-26 04:22:55,2023-04-13 12:10:22
anime,juliangarnier,juliangarnier/anime,False,,44907,739,3644,JavaScript animation engine,JavaScript,['JavaScript'],"['animation', 'anime', 'canvas', 'css', 'javascript', 'javascript-library', 'svg']",43,198,18,LICENSE.md,2016-03-13 21:37:45,2023-04-13 10:35:33
tabby,Eugeny,Eugeny/tabby,False,,44867,403,2708,A terminal for a more modern age,TypeScript,"['TypeScript', 'Pug', 'SCSS', 'JavaScript', 'C++', 'Batchfile', 'C', 'CSS', 'Lua', 'Shell', 'NSIS']","['serial', 'ssh-client', 'telnet-client', 'terminal', 'terminal-emulators']",103,1371,48,LICENSE,2016-12-23 09:06:10,2023-04-13 10:37:04
big-list-of-naughty-strings,minimaxir,minimaxir/big-list-of-naughty-strings,False,,44728,856,2131,The Big List of Naughty Strings is a list of strings which have a high probability of causing issues when used as user-input data.,Python,"['Python', 'Go', 'Shell', 'Makefile']",[],69,97,36,LICENSE,2015-08-08 20:57:20,2023-04-13 11:16:42
nuxt,nuxt,nuxt/nuxt,False,,44725,783,3775,"Nuxt is an intuitive and extendable way to create type-safe, performant and production-grade full-stack web apps and websites with Vue 3.",TypeScript,"['TypeScript', 'JavaScript', 'Vue', 'Shell']","['csr', 'full-stack', 'hybrid', 'node', 'nuxt', 'server-rendering', 'ssg', 'ssr', 'static-site-generator', 'universal', 'vue']",421,839,38,LICENSE,2016-10-26 11:18:47,2023-04-13 10:14:45
awesome-scalability,binhnguyennus,binhnguyennus/awesome-scalability,False,,44644,1765,5000,"The Patterns of Scalable, Reliable, and Performant Large-Scale Systems",,[],"['architecture', 'awesome', 'awesome-list', 'backend', 'big-data', 'computer-science', 'design-patterns', 'devops', 'distributed-systems', 'interview', 'interview-practice', 'interview-questions', 'lists', 'machine-learning', 'programming', 'resources', 'scalability', 'system', 'system-design', 'web-development']",21,16,16,LICENSE,2017-12-27 03:46:40,2023-04-13 11:42:25
serverless,serverless,serverless/serverless,False,,44542,959,5556,"⚡ Serverless Framework – Build web, mobile and IoT applications with serverless architectures using AWS Lambda, Azure Functions, Google CloudFunctions & more! – ",JavaScript,"['JavaScript', 'Java', 'Shell', 'Python', 'Ruby', 'PowerShell', 'TypeScript']","['aws', 'aws-dynamodb', 'aws-lambda', 'azure-functions', 'google-cloud-functions', 'microservice', 'serverless', 'serverless-architectures', 'serverless-framework']",361,1016,63,LICENSE.txt,2015-04-21 03:48:40,2023-04-13 12:16:27
faceswap,deepfakes,deepfakes/faceswap,False,,44384,1513,12225,Deepfakes Software For All,Python,"['Python', 'NSIS', 'Shell']","['deep-face-swap', 'deep-learning', 'deep-neural-networks', 'deepface', 'deepfakes', 'deeplearning', 'face-swap', 'faceswap', 'fakeapp', 'machine-learning', 'myfakeapp', 'neural-nets', 'neural-networks', 'openfaceswap']",80,20,4,LICENSE,2017-12-19 09:44:13,2023-04-13 12:16:47
learn-regex,ziishaned,ziishaned/learn-regex,False,,43914,905,6243,Learn regex the easy way,,[],"['learn-regex', 'regex', 'regular-expression']",95,67,18,LICENSE.md,2017-07-22 12:21:03,2023-04-13 09:26:38
okhttp,square,square/okhttp,False,,43823,1640,9070,"Square’s meticulous HTTP client for the JVM, Android, and GraalVM.",Kotlin,"['Kotlin', 'Java', 'Shell']","['android', 'graalvm', 'java', 'kotlin']",247,174,16,LICENSE.txt,2012-07-23 13:42:55,2023-04-13 11:02:41
tldr,tldr-pages,tldr-pages/tldr,False,,43807,360,3612,📚 Collaborative cheatsheets for console commands,Markdown,"['Markdown', 'Python', 'Shell', 'JavaScript', 'CSS']","['command-line', 'console', 'documentation', 'examples', 'hacktoberfest', 'help', 'man-page', 'manpages', 'manual', 'shell', 'terminal', 'tldr']",411,245,89,LICENSE.md,2013-12-08 07:34:43,2023-04-13 09:30:50
docusaurus,facebook,facebook/docusaurus,False,,43716,368,6784,Easy to maintain open source documentation websites.,TypeScript,"['TypeScript', 'CSS', 'JavaScript', 'EJS']","['documentation', 'hacktoberfest', 'javascript', 'open-source', 'react', 'website']",465,290,60,LICENSE,2017-06-20 16:13:53,2023-04-13 11:59:35
DefinitelyTyped,DefinitelyTyped,DefinitelyTyped/DefinitelyTyped,False,,43595,660,28951,The repository for high quality TypeScript type definitions.,TypeScript,"['TypeScript', 'JavaScript', 'Shell']","['definition', 'dts', 'hacktoberfest', 'types', 'typescript', 'typescript-definitions', 'typings']",400,907,223,LICENSE,2012-10-05 16:39:45,2023-04-13 10:36:13
meteor,meteor,meteor/meteor,False,,43427,1577,5231,"Meteor, the JavaScript App Platform",JavaScript,"['JavaScript', 'TypeScript', 'Shell', 'Java', 'Swift', 'PowerShell', 'HTML', 'CoffeeScript', 'Objective-C', 'CSS', 'Batchfile', 'Ruby', 'Vue', 'Less', 'Stylus', 'Svelte']","['build-system', 'framework', 'javascript', 'meteor', 'mongodb', 'nodejs', 'npm', 'react', 'reactive-programming', 'realtime', 'rpc', 'zero-configuration']",369,230,48,LICENSE,2012-01-19 01:58:17,2023-04-13 11:34:01
Auto-GPT,Torantulino,Torantulino/Auto-GPT,False,,43378,629,5700,An experimental open-source attempt to make GPT-4 fully autonomous.,Python,"['Python', 'Dockerfile']","['ai', 'gpt-4', 'openai', 'python']",87,462,142,LICENSE,2023-03-16 09:21:07,2023-04-13 12:17:47
etcd,etcd-io,etcd-io/etcd,False,,43139,1339,9180,Distributed reliable key-value store for the most critical data of a distributed system,Go,"['Go', 'Shell', 'Jsonnet', 'Python', 'Makefile', 'Procfile', 'Dockerfile']","['cncf', 'consensus', 'database', 'distributed-database', 'distributed-systems', 'etcd', 'go', 'key-value', 'kubernetes', 'raft']",377,218,65,LICENSE,2013-07-06 21:57:21,2023-04-13 12:00:02
cypress,cypress-io,cypress-io/cypress,False,,43110,622,2793,"Fast, easy and reliable testing for anything that runs in a browser.",JavaScript,"['JavaScript', 'TypeScript', 'Vue', 'HTML', 'SCSS', 'CSS', 'Shell', 'Svelte', 'CoffeeScript', 'EJS']","['cypress', 'e2e-testing', 'e2e-tests', 'end-to-end-testing', 'javascript-tests', 'test', 'test-automation', 'test-runner', 'test-suite', 'testing', 'testing-tools', 'tests']",418,2746,30,LICENSE,2015-03-04 00:46:28,2023-04-13 09:05:38
nerd-fonts,ryanoasis,ryanoasis/nerd-fonts,False,,42916,380,3279,"Iconic font aggregator, collection, & patcher. 3,600+ icons, 50+ patched fonts: Hack, Source Code Pro, more. Glyph collections: Font Awesome, Material Design Icons, Octicons, & more",CSS,"['CSS', 'Shell', 'Python', 'PowerShell', 'HTML', 'Dockerfile']","['font', 'font-awesome', 'fonts', 'hacktoberfest', 'icon-font', 'iconic-fonts', 'octicons', 'patched-fonts', 'patcher', 'powerline', 'python', 'shell', 'statusline']",146,72,6,LICENSE,2014-12-05 04:31:17,2023-04-13 12:07:10
Ghost,TryGhost,TryGhost/Ghost,False,,42911,1048,9287,"Turn your audience into a business. Publishing, memberships, subscriptions and newsletters.",JavaScript,"['JavaScript', 'Handlebars', 'CSS', 'HTML', 'XSLT']","['blogging', 'cms', 'creator-economy', 'ember', 'ghost', 'hacktoberfest', 'headless-cms', 'jamstack', 'javascript', 'journalism', 'nodejs', 'publishing', 'web-application']",376,107,74,LICENSE,2013-05-04 11:09:13,2023-04-13 12:17:05
rich,Textualize,Textualize/rich,False,,42871,541,1542,Rich is a Python library for rich text and beautiful formatting in the terminal.,Python,"['Python', 'Batchfile', 'Makefile']","['ansi-colors', 'emoji', 'markdown', 'progress-bar', 'progress-bar-python', 'python', 'python-library', 'python3', 'rich', 'syntax-highlighting', 'tables', 'terminal', 'terminal-color', 'traceback', 'tracebacks-rich', 'tui']",210,118,32,LICENSE,2019-11-10 15:28:09,2023-04-13 11:34:41
dayjs,iamkun,iamkun/dayjs,False,,42770,282,2158,⏰ Day.js 2kB immutable date-time library alternative to Moment.js with the same modern API,JavaScript,['JavaScript'],"['date', 'date-formatting', 'datetime', 'dayjs', 'moment', 'time']",299,710,138,LICENSE,2018-04-10 09:26:44,2023-04-13 11:52:10
TensorFlow-Examples,aymericdamien,aymericdamien/TensorFlow-Examples,False,,42691,2069,15165,TensorFlow Tutorial and Examples for Beginners (support TF v1 & v2),Jupyter Notebook,"['Jupyter Notebook', 'Python']","['deep-learning', 'examples', 'machine-learning', 'python', 'tensorflow', 'tutorial']",61,218,56,LICENSE,2015-11-11 14:21:19,2023-04-13 11:47:34
algorithm-visualizer,algorithm-visualizer,algorithm-visualizer/algorithm-visualizer,False,,42648,1244,6815,:fireworks:Interactive Online Platform that Visualizes Algorithms from Code,JavaScript,"['JavaScript', 'SCSS', 'HTML', 'Java', 'C++']","['algorithm', 'animation', 'data-structure', 'visualization']",24,57,27,LICENSE,2016-05-15 00:27:45,2023-04-13 11:08:57
awesome-ios,vsouza,vsouza/awesome-ios,False,,42541,1838,6749,"A curated list of awesome iOS ecosystem, including Objective-C and Swift Projects ",Swift,['Swift'],"['apple-swift', 'arkit', 'awesome', 'ios', 'ios-animation', 'ios-libraries', 'objective-c', 'objective-c-library', 'swift-extensions', 'swift-framework', 'swift-language', 'swift-library', 'swift-programming']",397,2,2,LICENSE,2014-07-10 16:03:45,2023-04-13 12:01:18
